"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
33149.7	0.001067	5.9361e-05	2.8322e-07	1.1598e-07	2.5932e-07	1.6281e-06	3.1506e-07	1.7595e-06	1.9136e-08	2.5017e-07	3.485e-08	3.6946e-07	5.0163e-08	3.1042e-07	6.8513e-09	5.6546e-08	6.5128e-09	1.7136e-08	1.0101e-08	4.4094e-08	5.4727e-09	1.5526e-08	8.448e-09	2.024e-08	1.8695e-08	2.6376e-07	1.2741e-09	1.3374e-08	1.7935e-10	2.321e-10	1.7144e-11	3.6926e-11	2.3474e-12	1.3715e-11	2.5584e-12	7.1214e-12	2.321e-12	7.6489e-12	1.7144e-12	4.2201e-12	7.6489e-13	2.1364e-12	2.5057e-13	8.1764e-13	4.2201e-13	1.2133e-12	3.9563e-13	1.055e-12	2.321e-13	1.2397e-12	2.6112e-13	1.5034e-12	2.9013e-13	7.1214e-13	1.7144e-13	1.7672e-12	1.5825e-13	4.7476e-13	1.1341e-13	4.2201e-13	5.0114e-14	4.7476e-13	8.1764e-14	3.6926e-13	9.2314e-14	3.6926e-13	1.3979e-13	2.321e-13	4.7476e-14	2.3474e-13	3.4288e-14	2.1364e-13	1.9254e-14	2.1364e-13	7.3852e-14	3.1651e-13	2.0837e-13	3.9563e-13	7.3852e-14	1.2924e-13	3.9563e-14	3.6926e-13	1.9254e-14	2.1364e-14
33610.4	0.0010302	5.7261e-05	2.7335e-07	1.1164e-07	2.4929e-07	1.5705e-06	3.033e-07	1.6984e-06	1.8396e-08	2.4132e-07	3.3548e-08	3.5662e-07	4.8353e-08	2.9984e-07	6.591e-09	5.4582e-08	6.2611e-09	1.6495e-08	9.7105e-09	4.2533e-08	5.2681e-09	1.4935e-08	8.1319e-09	1.9496e-08	1.8044e-08	2.5492e-07	1.229e-09	1.2926e-08	1.7334e-10	2.2433e-10	1.657e-11	3.5689e-11	2.2688e-12	1.3256e-11	2.4727e-12	6.8828e-12	2.2433e-12	7.3927e-12	1.657e-12	4.0787e-12	7.3927e-13	2.0648e-12	2.4217e-13	7.9025e-13	4.0787e-13	1.1726e-12	3.8238e-13	1.0197e-12	2.2433e-13	1.1981e-12	2.5237e-13	1.453e-12	2.8041e-13	6.8828e-13	1.657e-13	1.708e-12	1.5295e-13	4.5885e-13	1.0962e-13	4.0787e-13	4.8435e-14	4.5885e-13	7.9025e-14	3.5689e-13	8.9222e-14	3.5689e-13	1.3511e-13	2.2433e-13	4.5885e-14	2.2688e-13	3.3139e-14	2.0648e-13	1.8609e-14	2.0648e-13	7.1377e-14	3.059e-13	2.0139e-13	3.8238e-13	7.1377e-14	1.2491e-13	3.8238e-14	3.5689e-13	1.8609e-14	2.0648e-14
34077.5	0.00099455	5.5233e-05	2.6382e-07	1.0746e-07	2.3964e-07	1.5149e-06	2.9197e-07	1.6393e-06	1.7684e-08	2.3277e-07	3.2294e-08	3.4422e-07	4.6608e-08	2.8961e-07	6.3403e-09	5.2685e-08	6.0189e-09	1.5877e-08	9.3351e-09	4.1027e-08	5.071e-09	1.4367e-08	7.8275e-09	1.8779e-08	1.7416e-08	2.4637e-07	1.1854e-09	1.2493e-08	1.6753e-10	2.1681e-10	1.6014e-11	3.4492e-11	2.1927e-12	1.2811e-11	2.3898e-12	6.6521e-12	2.1681e-12	7.1448e-12	1.6014e-12	3.942e-12	7.1448e-13	1.9956e-12	2.3405e-13	7.6376e-13	3.942e-13	1.1333e-12	3.6956e-13	9.8549e-13	2.1681e-13	1.158e-12	2.4391e-13	1.4043e-12	2.7101e-13	6.6521e-13	1.6014e-13	1.6507e-12	1.4782e-13	4.4347e-13	1.0594e-13	3.942e-13	4.6811e-14	4.4347e-13	7.6376e-14	3.4492e-13	8.623e-14	3.4492e-13	1.3058e-13	2.1681e-13	4.4347e-14	2.1927e-13	3.2028e-14	1.9956e-13	1.7985e-14	1.9956e-13	6.8984e-14	2.9565e-13	1.9463e-13	3.6956e-13	6.8984e-14	1.2072e-13	3.6956e-14	3.4492e-13	1.7985e-14	1.9956e-14
34551.1	0.00096013	5.3275e-05	2.5461e-07	1.0343e-07	2.3036e-07	1.4612e-06	2.8106e-07	1.5823e-06	1.6999e-08	2.2452e-07	3.1085e-08	3.3224e-07	4.4925e-08	2.7972e-07	6.0991e-09	5.0852e-08	5.786e-09	1.5283e-08	8.974e-09	3.9573e-08	4.8812e-09	1.382e-08	7.5343e-09	1.8088e-08	1.6808e-08	2.3811e-07	1.1433e-09	1.2074e-08	1.6191e-10	2.0953e-10	1.5477e-11	3.3335e-11	2.1192e-12	1.2382e-11	2.3096e-12	6.4289e-12	2.0953e-12	6.9051e-12	1.5477e-12	3.8097e-12	6.9051e-13	1.9287e-12	2.262e-13	7.3813e-13	3.8097e-13	1.0953e-12	3.5716e-13	9.5243e-13	2.0953e-13	1.1191e-12	2.3573e-13	1.3572e-12	2.6192e-13	6.4289e-13	1.5477e-13	1.5953e-12	1.4286e-13	4.2859e-13	1.0239e-13	3.8097e-13	4.524e-14	4.2859e-13	7.3813e-14	3.3335e-13	8.3338e-14	3.3335e-13	1.262e-13	2.0953e-13	4.2859e-14	2.1192e-13	3.0954e-14	1.9287e-13	1.7382e-14	1.9287e-13	6.667e-14	2.8573e-13	1.881e-13	3.5716e-13	6.667e-14	1.1667e-13	3.5716e-14	3.3335e-13	1.7382e-14	1.9287e-14
35031.2	0.00092686	5.1386e-05	2.4572e-07	9.9555e-08	2.2143e-07	1.4094e-06	2.7055e-07	1.5272e-06	1.6341e-08	2.1655e-07	2.9921e-08	3.2067e-07	4.3301e-08	2.7017e-07	5.8669e-09	4.9082e-08	5.562e-09	1.471e-08	8.6266e-09	3.817e-08	4.6984e-09	1.3293e-08	7.2519e-09	1.7422e-08	1.6222e-08	2.3011e-07	1.1027e-09	1.1669e-08	1.5648e-10	2.025e-10	1.4957e-11	3.2216e-11	2.048e-12	1.1966e-11	2.2321e-12	6.2131e-12	2.025e-12	6.6733e-12	1.4957e-12	3.6818e-12	6.6733e-13	1.8639e-12	2.1861e-13	7.1335e-13	3.6818e-13	1.0585e-12	3.4517e-13	9.2046e-13	2.025e-13	1.0815e-12	2.2781e-13	1.3117e-12	2.5313e-13	6.2131e-13	1.4957e-13	1.5418e-12	1.3807e-13	4.1421e-13	9.8949e-14	3.6818e-13	4.3722e-14	4.1421e-13	7.1335e-14	3.2216e-13	8.054e-14	3.2216e-13	1.2196e-13	2.025e-13	4.1421e-14	2.048e-13	2.9915e-14	1.8639e-13	1.6798e-14	1.8639e-13	6.4432e-14	2.7614e-13	1.8179e-13	3.4517e-13	6.4432e-14	1.1276e-13	3.4517e-14	3.2216e-13	1.6798e-14	1.8639e-14
35518.1	0.00089472	4.9563e-05	2.3713e-07	9.5821e-08	2.1284e-07	1.3594e-06	2.6042e-07	1.474e-06	1.5708e-08	2.0887e-07	2.8801e-08	3.095e-07	4.1735e-08	2.6093e-07	5.6434e-09	4.7372e-08	5.3465e-09	1.4158e-08	8.2924e-09	3.6815e-08	4.5223e-09	1.2786e-08	6.9799e-09	1.678e-08	1.5656e-08	2.2238e-07	1.0635e-09	1.1277e-08	1.5122e-10	1.957e-10	1.4455e-11	3.1134e-11	1.9792e-12	1.1564e-11	2.1571e-12	6.0044e-12	1.957e-12	6.4491e-12	1.4455e-12	3.5581e-12	6.4491e-13	1.8013e-12	2.1126e-13	6.8939e-13	3.5581e-13	1.023e-12	3.3358e-13	8.8954e-13	1.957e-13	1.0452e-12	2.2016e-13	1.2676e-12	2.4462e-13	6.0044e-13	1.4455e-13	1.49e-12	1.3343e-13	4.0029e-13	9.5625e-14	3.5581e-13	4.2253e-14	4.0029e-13	6.8939e-14	3.1134e-13	7.7834e-14	3.1134e-13	1.1786e-13	1.957e-13	4.0029e-14	1.9792e-13	2.891e-14	1.8013e-13	1.6234e-14	1.8013e-13	6.2268e-14	2.6686e-13	1.7568e-13	3.3358e-13	6.2268e-14	1.0897e-13	3.3358e-14	3.1134e-13	1.6234e-14	1.8013e-14
36011.7	0.00086366	4.7803e-05	2.2884e-07	9.2224e-08	2.0459e-07	1.3111e-06	2.5067e-07	1.4226e-06	1.5098e-08	2.0145e-07	2.7721e-08	2.987e-07	4.0225e-08	2.52e-07	5.4283e-09	4.5721e-08	5.1392e-09	1.3627e-08	7.971e-09	3.5508e-08	4.3527e-09	1.2298e-08	6.7179e-09	1.6162e-08	1.5109e-08	2.1491e-07	1.0257e-09	1.0898e-08	1.4614e-10	1.8912e-10	1.3969e-11	3.0087e-11	1.9127e-12	1.1175e-11	2.0846e-12	5.8025e-12	1.8912e-12	6.2324e-12	1.3969e-12	3.4385e-12	6.2324e-13	1.7408e-12	2.0416e-13	6.6622e-13	3.4385e-13	9.8858e-13	3.2236e-13	8.5964e-13	1.8912e-13	1.0101e-12	2.1276e-13	1.225e-12	2.364e-13	5.8025e-13	1.3969e-13	1.4399e-12	1.2895e-13	3.8684e-13	9.2411e-14	3.4385e-13	4.0833e-14	3.8684e-13	6.6622e-14	3.0087e-13	7.5218e-14	3.0087e-13	1.139e-13	1.8912e-13	3.8684e-14	1.9127e-13	2.7938e-14	1.7408e-13	1.5688e-14	1.7408e-13	6.0174e-14	2.5789e-13	1.6978e-13	3.2236e-13	6.0174e-14	1.0531e-13	3.2236e-14	3.0087e-13	1.5688e-14	1.7408e-14
36512.2	0.00083365	4.6104e-05	2.2084e-07	8.8761e-08	1.9664e-07	1.2645e-06	2.4128e-07	1.373e-06	1.4512e-08	1.9429e-07	2.6681e-08	2.8828e-07	3.8769e-08	2.4338e-07	5.2212e-09	4.4126e-08	4.9398e-09	1.3116e-08	7.6619e-09	3.4247e-08	4.1893e-09	1.1828e-08	6.4656e-09	1.5566e-08	1.4581e-08	2.0768e-07	9.8915e-10	1.0532e-08	1.4122e-10	1.8276e-10	1.3499e-11	2.9075e-11	1.8484e-12	1.0799e-11	2.0145e-12	5.6074e-12	1.8276e-12	6.0227e-12	1.3499e-12	3.3229e-12	6.0227e-13	1.6822e-12	1.973e-13	6.4381e-13	3.3229e-13	9.5533e-13	3.1152e-13	8.3072e-13	1.8276e-13	9.761e-13	2.056e-13	1.1838e-12	2.2845e-13	5.6074e-13	1.3499e-13	1.3915e-12	1.2461e-13	3.7382e-13	8.9303e-14	3.3229e-13	3.9459e-14	3.7382e-13	6.4381e-14	2.9075e-13	7.2688e-14	2.9075e-13	1.1007e-13	1.8276e-13	3.7382e-14	1.8484e-13	2.6998e-14	1.6822e-13	1.5161e-14	1.6822e-13	5.815e-14	2.4922e-13	1.6407e-13	3.1152e-13	5.815e-14	1.0176e-13	3.1152e-14	2.9075e-13	1.5161e-14	1.6822e-14
37019.6	0.00080465	4.4465e-05	2.1311e-07	8.5426e-08	1.89e-07	1.2196e-06	2.3223e-07	1.3251e-06	1.3949e-08	1.8738e-07	2.568e-08	2.7822e-07	3.7364e-08	2.3504e-07	5.0219e-09	4.2586e-08	4.748e-09	1.2623e-08	7.3645e-09	3.3029e-08	4.032e-09	1.1376e-08	6.2227e-09	1.4991e-08	1.4071e-08	2.0069e-07	9.5393e-10	1.0178e-08	1.3647e-10	1.7661e-10	1.3045e-11	2.8097e-11	1.7861e-12	1.0436e-11	1.9467e-12	5.4186e-12	1.7661e-12	5.82e-12	1.3045e-12	3.211e-12	5.82e-13	1.6256e-12	1.9066e-13	6.2214e-13	3.211e-13	9.2318e-13	3.0104e-13	8.0276e-13	1.7661e-13	9.4325e-13	1.9868e-13	1.1439e-12	2.2076e-13	5.4186e-13	1.3045e-13	1.3446e-12	1.2041e-13	3.6124e-13	8.6297e-14	3.211e-13	3.8131e-14	3.6124e-13	6.2214e-14	2.8097e-13	7.0242e-14	2.8097e-13	1.0637e-13	1.7661e-13	3.6124e-14	1.7861e-13	2.609e-14	1.6256e-13	1.465e-14	1.6256e-13	5.6193e-14	2.4083e-13	1.5855e-13	3.0104e-13	5.6193e-14	9.8338e-14	3.0104e-14	2.8097e-13	1.465e-14	1.6256e-14
37534.1	0.00077664	4.2883e-05	2.0564e-07	8.2214e-08	1.8166e-07	1.1762e-06	2.2352e-07	1.2788e-06	1.3407e-08	1.8071e-07	2.4715e-08	2.685e-07	3.6009e-08	2.2698e-07	4.8302e-09	4.1099e-08	4.5636e-09	1.2148e-08	7.0786e-09	3.1854e-08	3.8806e-09	1.0942e-08	5.9888e-09	1.4437e-08	1.3578e-08	1.9393e-07	9.1994e-10	9.835e-09	1.3187e-10	1.7066e-10	1.2606e-11	2.715e-11	1.726e-12	1.0084e-11	1.8811e-12	5.2362e-12	1.7066e-12	5.624e-12	1.2606e-12	3.1029e-12	5.624e-13	1.5708e-12	1.8424e-13	6.0119e-13	3.1029e-13	8.9209e-13	2.909e-13	7.7573e-13	1.7066e-13	9.1148e-13	1.9199e-13	1.1054e-12	2.1332e-13	5.2362e-13	1.2606e-13	1.2993e-12	1.1636e-13	3.4908e-13	8.3391e-14	3.1029e-13	3.6847e-14	3.4908e-13	6.0119e-14	2.715e-13	6.7876e-14	2.715e-13	1.0278e-13	1.7066e-13	3.4908e-14	1.726e-13	2.5211e-14	1.5708e-13	1.4157e-14	1.5708e-13	5.4301e-14	2.3272e-13	1.5321e-13	2.909e-13	5.4301e-14	9.5027e-14	2.909e-14	2.715e-13	1.4157e-14	1.5708e-14
38055.7	0.00074958	4.1356e-05	1.9844e-07	7.9121e-08	1.7459e-07	1.1343e-06	2.1513e-07	1.2341e-06	1.2886e-08	1.7428e-07	2.3787e-08	2.5911e-07	3.4703e-08	2.192e-07	4.6456e-09	3.9663e-08	4.3863e-09	1.1692e-08	6.8035e-09	3.072e-08	3.7347e-09	1.0523e-08	5.7635e-09	1.3904e-08	1.3103e-08	1.874e-07	8.8714e-10	9.5038e-09	1.2743e-10	1.6491e-10	1.2181e-11	2.6236e-11	1.6678e-12	9.7446e-12	1.8177e-12	5.0597e-12	1.6491e-12	5.4345e-12	1.2181e-12	2.9983e-12	5.4345e-13	1.5179e-12	1.7803e-13	5.8093e-13	2.9983e-13	8.6202e-13	2.8109e-13	7.4959e-13	1.6491e-13	8.8076e-13	1.8552e-13	1.0682e-12	2.0614e-13	5.0597e-13	1.2181e-13	1.2556e-12	1.1244e-13	3.3731e-13	8.0581e-14	2.9983e-13	3.5605e-14	3.3731e-13	5.8093e-14	2.6236e-13	6.5589e-14	2.6236e-13	9.932e-14	1.6491e-13	3.3731e-14	1.6678e-13	2.4362e-14	1.5179e-13	1.368e-14	1.5179e-13	5.2471e-14	2.2488e-13	1.4804e-13	2.8109e-13	5.2471e-14	9.1824e-14	2.8109e-14	2.6236e-13	1.368e-14	1.5179e-14
38584.6	0.00072344	3.9883e-05	1.9148e-07	7.6143e-08	1.678e-07	1.0939e-06	2.0705e-07	1.1909e-06	1.2384e-08	1.6807e-07	2.2892e-08	2.5005e-07	3.3444e-08	2.1168e-07	4.468e-09	3.8276e-08	4.2157e-09	1.1252e-08	6.5391e-09	2.9626e-08	3.5942e-09	1.012e-08	5.5466e-09	1.339e-08	1.2644e-08	1.8108e-07	8.5549e-10	9.1835e-09	1.2313e-10	1.5935e-10	1.177e-11	2.5351e-11	1.6116e-12	9.416e-12	1.7565e-12	4.8891e-12	1.5935e-12	5.2513e-12	1.177e-12	2.8972e-12	5.2513e-13	1.4667e-12	1.7202e-13	5.6134e-13	2.8972e-13	8.3296e-13	2.7162e-13	7.2431e-13	1.5935e-13	8.5107e-13	1.7927e-13	1.0321e-12	1.9919e-13	4.8891e-13	1.177e-13	1.2132e-12	1.0865e-13	3.2594e-13	7.7863e-14	2.8972e-13	3.4405e-14	3.2594e-13	5.6134e-14	2.5351e-13	6.3377e-14	2.5351e-13	9.5971e-14	1.5935e-13	3.2594e-14	1.6116e-13	2.354e-14	1.4667e-13	1.3219e-14	1.4667e-13	5.0702e-14	2.1729e-13	1.4305e-13	2.7162e-13	5.0702e-14	8.8728e-14	2.7162e-14	2.5351e-13	1.3219e-14	1.4667e-14
39120.8	0.00069819	3.8462e-05	1.8476e-07	7.3275e-08	1.6127e-07	1.0549e-06	1.9926e-07	1.1493e-06	1.1902e-08	1.6208e-07	2.2031e-08	2.4129e-07	3.2229e-08	2.0441e-07	4.2971e-09	3.6936e-08	4.0517e-09	1.0828e-08	6.2847e-09	2.857e-08	3.4589e-09	9.7327e-09	5.3377e-09	1.2894e-08	1.22e-08	1.7497e-07	8.2495e-10	8.8738e-09	1.1898e-10	1.5397e-10	1.1373e-11	2.4496e-11	1.5572e-12	9.0984e-12	1.6972e-12	4.7242e-12	1.5397e-12	5.0741e-12	1.1373e-12	2.7995e-12	5.0741e-13	1.4172e-12	1.6622e-13	5.424e-13	2.7995e-13	8.0486e-13	2.6245e-13	6.9987e-13	1.5397e-13	8.2235e-13	1.7322e-13	9.9732e-13	1.9247e-13	4.7242e-13	1.1373e-13	1.1723e-12	1.0498e-13	3.1494e-13	7.5236e-14	2.7995e-13	3.3244e-14	3.1494e-13	5.424e-14	2.4496e-13	6.1239e-14	2.4496e-13	9.2733e-14	1.5397e-13	3.1494e-14	1.5572e-13	2.2746e-14	1.4172e-13	1.2773e-14	1.4172e-13	4.8991e-14	2.0996e-13	1.3823e-13	2.6245e-13	4.8991e-14	8.5735e-14	2.6245e-14	2.4496e-13	1.2773e-14	1.4172e-14
39664.5	0.0006738	3.709e-05	1.7828e-07	7.0514e-08	1.5498e-07	1.0173e-06	1.9177e-07	1.109e-06	1.1439e-08	1.563e-07	2.1202e-08	2.3284e-07	3.1058e-08	1.9738e-07	4.1326e-09	3.5643e-08	3.894e-09	1.042e-08	6.0401e-09	2.7551e-08	3.3287e-09	9.3598e-09	5.1365e-09	1.2417e-08	1.1772e-08	1.6906e-07	7.9548e-10	8.5744e-09	1.1496e-10	1.4877e-10	1.0989e-11	2.3669e-11	1.5047e-12	8.7912e-12	1.6399e-12	4.5647e-12	1.4877e-12	4.9028e-12	1.0989e-12	2.705e-12	4.9028e-13	1.3694e-12	1.6061e-13	5.2409e-13	2.705e-13	7.7768e-13	2.5359e-13	6.7625e-13	1.4877e-13	7.9459e-13	1.6737e-13	9.6365e-13	1.8597e-13	4.5647e-13	1.0989e-13	1.1327e-12	1.0144e-13	3.0431e-13	7.2697e-14	2.705e-13	3.2122e-14	3.0431e-13	5.2409e-14	2.3669e-13	5.9172e-14	2.3669e-13	8.9603e-14	1.4877e-13	3.0431e-14	1.5047e-13	2.1978e-14	1.3694e-13	1.2342e-14	1.3694e-13	4.7337e-14	2.0287e-13	1.3356e-13	2.5359e-13	4.7337e-14	8.284e-14	2.5359e-14	2.3669e-13	1.2342e-14	1.3694e-14
40215.7	0.00065024	3.5767e-05	1.7201e-07	6.7855e-08	1.4894e-07	9.81e-07	1.8455e-07	1.0702e-06	1.0993e-08	1.5072e-07	2.0403e-08	2.2469e-07	2.9929e-08	1.906e-07	3.9743e-09	3.4395e-08	3.7423e-09	1.0027e-08	5.8049e-09	2.6568e-08	3.2033e-09	9.0009e-09	4.9429e-09	1.1957e-08	1.1359e-08	1.6335e-07	7.6706e-10	8.2849e-09	1.1108e-10	1.4375e-10	1.0618e-11	2.2869e-11	1.4538e-12	8.4943e-12	1.5845e-12	4.4105e-12	1.4375e-12	4.7372e-12	1.0618e-12	2.6136e-12	4.7372e-13	1.3231e-12	1.5518e-13	5.0639e-13	2.6136e-13	7.5142e-13	2.4503e-13	6.534e-13	1.4375e-13	7.6775e-13	1.6172e-13	9.311e-13	1.7969e-13	4.4105e-13	1.0618e-13	1.0945e-12	9.8011e-14	2.9403e-13	7.0241e-14	2.6136e-13	3.1037e-14	2.9403e-13	5.0639e-14	2.2869e-13	5.7173e-14	2.2869e-13	8.6576e-14	1.4375e-13	2.9403e-14	1.4538e-13	2.1236e-14	1.3231e-13	1.1925e-14	1.3231e-13	4.5738e-14	1.9602e-13	1.2905e-13	2.4503e-13	4.5738e-14	8.0042e-14	2.4503e-14	2.2869e-13	1.1925e-14	1.3231e-14
40774.6	0.00062749	3.449e-05	1.6597e-07	6.5296e-08	1.4313e-07	9.4598e-07	1.776e-07	1.0327e-06	1.0565e-08	1.4534e-07	1.9635e-08	2.1681e-07	2.884e-08	1.8404e-07	3.822e-09	3.3189e-08	3.5964e-09	9.6491e-09	5.5787e-09	2.562e-08	3.0825e-09	8.6557e-09	4.7564e-09	1.1514e-08	1.096e-08	1.5783e-07	7.3963e-10	8.005e-09	1.0732e-10	1.3889e-10	1.0259e-11	2.2096e-11	1.4047e-12	8.2072e-12	1.531e-12	4.2614e-12	1.3889e-12	4.5771e-12	1.0259e-12	2.5253e-12	4.5771e-13	1.2784e-12	1.4994e-13	4.8927e-13	2.5253e-13	7.2602e-13	2.3675e-13	6.3132e-13	1.3889e-13	7.418e-13	1.5625e-13	8.9963e-13	1.7361e-13	4.2614e-13	1.0259e-13	1.0575e-12	9.4698e-14	2.8409e-13	6.7867e-14	2.5253e-13	2.9988e-14	2.8409e-13	4.8927e-14	2.2096e-13	5.5241e-14	2.2096e-13	8.365e-14	1.3889e-13	2.8409e-14	1.4047e-13	2.0518e-14	1.2784e-13	1.1522e-14	1.2784e-13	4.4193e-14	1.894e-13	1.2469e-13	2.3675e-13	4.4193e-14	7.7337e-14	2.3675e-14	2.2096e-13	1.1522e-14	1.2784e-14
41341.3	0.00060551	3.3258e-05	1.6013e-07	6.2831e-08	1.3755e-07	9.1218e-07	1.7091e-07	9.9644e-07	1.0153e-08	1.4014e-07	1.8894e-08	2.092e-07	2.779e-08	1.7771e-07	3.6755e-09	3.2025e-08	3.4562e-09	9.285e-09	5.3612e-09	2.4704e-08	2.9662e-09	8.3235e-09	4.5769e-09	1.1087e-08	1.0575e-08	1.5249e-07	7.1317e-10	7.7345e-09	1.037e-10	1.3419e-10	9.9121e-12	2.1349e-11	1.3572e-12	7.9296e-12	1.4792e-12	4.1173e-12	1.3419e-12	4.4223e-12	9.9121e-13	2.4399e-12	4.4223e-13	1.2352e-12	1.4487e-13	4.7273e-13	2.4399e-13	7.0147e-13	2.2874e-13	6.0997e-13	1.3419e-13	7.1672e-13	1.5097e-13	8.6921e-13	1.6774e-13	4.1173e-13	9.9121e-14	1.0217e-12	9.1496e-14	2.7449e-13	6.5572e-14	2.4399e-13	2.8974e-14	2.7449e-13	4.7273e-14	2.1349e-13	5.3373e-14	2.1349e-13	8.0821e-14	1.3419e-13	2.7449e-14	1.3572e-13	1.9824e-14	1.2352e-13	1.1132e-14	1.2352e-13	4.2698e-14	1.8299e-13	1.2047e-13	2.2874e-13	4.2698e-14	7.4722e-14	2.2874e-14	2.1349e-13	1.1132e-14	1.2352e-14
41915.8	0.00058428	3.2069e-05	1.545e-07	6.0458e-08	1.3218e-07	8.7958e-07	1.6447e-07	9.6147e-07	9.7563e-09	1.3513e-07	1.8181e-08	2.0186e-07	2.6778e-08	1.7159e-07	3.5345e-09	3.0902e-08	3.3214e-09	8.9345e-09	5.1521e-09	2.3821e-08	2.8543e-09	8.0039e-09	4.4041e-09	1.0676e-08	1.0204e-08	1.4733e-07	6.8764e-10	7.4729e-09	1.0019e-10	1.2965e-10	9.5767e-12	2.0627e-11	1.3113e-12	7.6613e-12	1.4291e-12	3.978e-12	1.2965e-12	4.2727e-12	9.5767e-13	2.3573e-12	4.2727e-13	1.1934e-12	1.3997e-13	4.5673e-13	2.3573e-13	6.7773e-13	2.21e-13	5.8933e-13	1.2965e-13	6.9247e-13	1.4586e-13	8.398e-13	1.6207e-13	3.978e-13	9.5767e-14	9.8713e-13	8.84e-14	2.652e-13	6.3353e-14	2.3573e-13	2.7993e-14	2.652e-13	4.5673e-14	2.0627e-13	5.1567e-14	2.0627e-13	7.8087e-14	1.2965e-13	2.652e-14	1.3113e-13	1.9153e-14	1.1934e-13	1.0755e-14	1.1934e-13	4.1253e-14	1.768e-13	1.1639e-13	2.21e-13	4.1253e-14	7.2193e-14	2.21e-14	2.0627e-13	1.0755e-14	1.1934e-14
42498.3	0.00056379	3.0922e-05	1.4906e-07	5.8174e-08	1.2702e-07	8.4812e-07	1.5827e-07	9.2771e-07	9.3754e-09	1.303e-07	1.7495e-08	1.9477e-07	2.5802e-08	1.6567e-07	3.3988e-09	2.9817e-08	3.1917e-09	8.597e-09	4.9511e-09	2.2969e-08	2.7465e-09	7.6964e-09	4.2377e-09	1.028e-08	9.8446e-09	1.4235e-07	6.6301e-10	7.22e-09	9.6795e-11	1.2526e-10	9.2525e-12	1.9928e-11	1.2669e-12	7.402e-12	1.3808e-12	3.8433e-12	1.2526e-12	4.128e-12	9.2525e-13	2.2775e-12	4.128e-13	1.153e-12	1.3523e-13	4.4127e-13	2.2775e-13	6.5479e-13	2.1352e-13	5.6938e-13	1.2526e-13	6.6902e-13	1.4092e-13	8.1137e-13	1.5658e-13	3.8433e-13	9.2525e-14	9.5372e-13	8.5407e-14	2.5622e-13	6.1209e-14	2.2775e-13	2.7046e-14	2.5622e-13	4.4127e-14	1.9928e-13	4.9821e-14	1.9928e-13	7.5443e-14	1.2526e-13	2.5622e-14	1.2669e-13	1.8505e-14	1.153e-13	1.0391e-14	1.153e-13	3.9857e-14	1.7081e-13	1.1245e-13	2.1352e-13	3.9857e-14	6.9749e-14	2.1352e-14	1.9928e-13	1.0391e-14	1.153e-14
43088.9	0.00054399	2.9815e-05	1.4381e-07	5.5975e-08	1.2205e-07	8.1778e-07	1.523e-07	8.9512e-07	9.0091e-09	1.2564e-07	1.6835e-08	1.8792e-07	2.4861e-08	1.5996e-07	3.2683e-09	2.8769e-08	3.067e-09	8.2721e-09	4.7577e-09	2.2148e-08	2.6428e-09	7.4006e-09	4.0775e-09	9.8979e-09	9.4982e-09	1.3752e-07	6.3925e-10	6.9756e-09	9.3516e-11	1.2102e-10	8.9391e-12	1.9253e-11	1.224e-12	7.1512e-12	1.334e-12	3.7131e-12	1.2102e-12	3.9882e-12	8.9391e-13	2.2004e-12	3.9882e-13	1.1139e-12	1.3065e-13	4.2632e-13	2.2004e-13	6.3261e-13	2.0629e-13	5.501e-13	1.2102e-13	6.4636e-13	1.3615e-13	7.8389e-13	1.5128e-13	3.7131e-13	8.9391e-14	9.2141e-13	8.2514e-14	2.4754e-13	5.9135e-14	2.2004e-13	2.613e-14	2.4754e-13	4.2632e-14	1.9253e-13	4.8133e-14	1.9253e-13	7.2888e-14	1.2102e-13	2.4754e-14	1.224e-13	1.7878e-14	1.1139e-13	1.0039e-14	1.1139e-13	3.8507e-14	1.6503e-13	1.0864e-13	2.0629e-13	3.8507e-14	6.7387e-14	2.0629e-14	1.9253e-13	1.0039e-14	1.1139e-14
