"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
695.277	12.208	0.0080918	9.4365e-05	2.4186e-05	0.00020057	9.1478e-09	4.2745e-05	3.4993e-06	4.1365e-05	3.664e-06	7.2074e-05	4.5723e-08	1.9571e-05	3.3705e-08	3.5531e-07	7.3101e-08	9.6794e-06	1.0581e-07	1.5811e-06	1.4767e-07	5.9604e-06	2.032e-06	0.00036124	4.7069e-06	1.1459e-05	1.1011e-07	2.6938e-07	1.7621e-08	4.4071e-08	2.6432e-09	2.6432e-08	3.5242e-09	1.7621e-08	2.6432e-09	8.8106e-09	1.7621e-09	4.4071e-09	3.5242e-10	1.7621e-09	7.9292e-10	1.7621e-10	5.2849e-10	1.7621e-10	6.1664e-10	7.9292e-11	1.7621e-09	1.2336e-10	2.6432e-09	5.2849e-10	2.3788e-09	1.7621e-10	1.7621e-09	1.7621e-10	4.4071e-10	7.0478e-11	3.5242e-10	8.8106e-11	3.5242e-11	1.7621e-10	2.6432e-11	1.7621e-10	3.5242e-11	8.8106e-11	1.7621e-11	7.9292e-11	1.7621e-11	7.0478e-11	7.9292e-12	8.8106e-11	1.7621e-11	2.6432e-10	2.6432e-10	5.2849e-10	8.8106e-11	8.8106e-11	7.9292e-11	8.8106e-10	5.2849e-11	1.7621e-11
704.94	11.591	0.0076817	8.9582e-05	2.2961e-05	0.0001904	8.6842e-09	4.0578e-05	3.322e-06	3.9269e-05	3.4783e-06	6.8421e-05	4.3405e-08	1.8579e-05	3.1997e-08	3.3731e-07	6.9396e-08	9.1888e-06	1.0171e-07	1.5199e-06	1.4196e-07	5.7297e-06	1.9533e-06	0.00034725	4.5247e-06	1.1015e-05	1.0584e-07	2.5895e-07	1.6939e-08	4.2365e-08	2.5408e-09	2.5408e-08	3.3878e-09	1.6939e-08	2.5408e-09	8.4695e-09	1.6939e-09	4.2365e-09	3.3878e-10	1.6939e-09	7.6222e-10	1.6939e-10	5.0803e-10	1.6939e-10	5.9276e-10	7.6222e-11	1.6939e-09	1.1859e-10	2.5408e-09	5.0803e-10	2.2867e-09	1.6939e-10	1.6939e-09	1.6939e-10	4.2365e-10	6.7749e-11	3.3878e-10	8.4695e-11	3.3878e-11	1.6939e-10	2.5408e-11	1.6939e-10	3.3878e-11	8.4695e-11	1.6939e-11	7.6222e-11	1.6939e-11	6.7749e-11	7.6222e-12	8.4695e-11	1.6939e-11	2.5408e-10	2.5408e-10	5.0803e-10	8.4695e-11	8.4695e-11	7.6222e-11	8.4695e-10	5.0803e-11	1.6939e-11
714.736	11.004	0.0072923	8.5042e-05	2.1797e-05	0.00018075	8.2441e-09	3.8522e-05	3.1536e-06	3.7278e-05	3.302e-06	6.4953e-05	4.1206e-08	1.7638e-05	3.0375e-08	3.2021e-07	6.5879e-08	8.7231e-06	9.7772e-08	1.4611e-06	1.3646e-07	5.5078e-06	1.8777e-06	0.00033381	4.3495e-06	1.0588e-05	1.0174e-07	2.4892e-07	1.6283e-08	4.0725e-08	2.4425e-09	2.4425e-08	3.2566e-09	1.6283e-08	2.4425e-09	8.1416e-09	1.6283e-09	4.0725e-09	3.2566e-10	1.6283e-09	7.3271e-10	1.6283e-10	4.8836e-10	1.6283e-10	5.6981e-10	7.3271e-11	1.6283e-09	1.14e-10	2.4425e-09	4.8836e-10	2.1981e-09	1.6283e-10	1.6283e-09	1.6283e-10	4.0725e-10	6.5126e-11	3.2566e-10	8.1416e-11	3.2566e-11	1.6283e-10	2.4425e-11	1.6283e-10	3.2566e-11	8.1416e-11	1.6283e-11	7.3271e-11	1.6283e-11	6.5126e-11	7.3271e-12	8.1416e-11	1.6283e-11	2.4425e-10	2.4425e-10	4.8836e-10	8.1416e-11	8.1416e-11	7.3271e-11	8.1416e-10	4.8836e-11	1.6283e-11
724.669	10.448	0.0069228	8.0732e-05	2.0692e-05	0.00017159	7.8262e-09	3.6569e-05	2.9938e-06	3.5389e-05	3.1347e-06	6.1661e-05	3.9117e-08	1.6744e-05	2.8836e-08	3.0398e-07	6.254e-08	8.281e-06	9.3987e-08	1.4045e-06	1.3118e-07	5.2946e-06	1.805e-06	0.00032088	4.1811e-06	1.0178e-05	9.7805e-08	2.3928e-07	1.5653e-08	3.9148e-08	2.3479e-09	2.3479e-08	3.1305e-09	1.5653e-08	2.3479e-09	7.8264e-09	1.5653e-09	3.9148e-09	3.1305e-10	1.5653e-09	7.0434e-10	1.5653e-10	4.6945e-10	1.5653e-10	5.4775e-10	7.0434e-11	1.5653e-09	1.0958e-10	2.3479e-09	4.6945e-10	2.113e-09	1.5653e-10	1.5653e-09	1.5653e-10	3.9148e-10	6.2604e-11	3.1305e-10	7.8264e-11	3.1305e-11	1.5653e-10	2.3479e-11	1.5653e-10	3.1305e-11	7.8264e-11	1.5653e-11	7.0434e-11	1.5653e-11	6.2604e-11	7.0434e-12	7.8264e-11	1.5653e-11	2.3479e-10	2.3479e-10	4.6945e-10	7.8264e-11	7.8264e-11	7.0434e-11	7.8264e-10	4.6945e-11	1.5653e-11
734.74	9.9192	0.0065719	7.664e-05	1.9643e-05	0.00016289	7.4296e-09	3.4716e-05	2.842e-06	3.3595e-05	2.9758e-06	5.8536e-05	3.7135e-08	1.5895e-05	2.7374e-08	2.8857e-07	5.937e-08	7.8613e-06	9.0348e-08	1.3501e-06	1.261e-07	5.0896e-06	1.7351e-06	0.00030846	4.0192e-06	9.7844e-06	9.4019e-08	2.3002e-07	1.5047e-08	3.7632e-08	2.257e-09	2.257e-08	3.0093e-09	1.5047e-08	2.257e-09	7.5233e-09	1.5047e-09	3.7632e-09	3.0093e-10	1.5047e-09	6.7707e-10	1.5047e-10	4.5128e-10	1.5047e-10	5.2654e-10	6.7707e-11	1.5047e-09	1.0534e-10	2.257e-09	4.5128e-10	2.0312e-09	1.5047e-10	1.5047e-09	1.5047e-10	3.7632e-10	6.0181e-11	3.0093e-10	7.5233e-11	3.0093e-11	1.5047e-10	2.257e-11	1.5047e-10	3.0093e-11	7.5233e-11	1.5047e-11	6.7707e-11	1.5047e-11	6.0181e-11	6.7707e-12	7.5233e-11	1.5047e-11	2.257e-10	2.257e-10	4.5128e-10	7.5233e-11	7.5233e-11	6.7707e-11	7.5233e-10	4.5128e-11	1.5047e-11
744.951	9.4174	0.0062388	7.2756e-05	1.8648e-05	0.00015464	7.053e-09	3.2957e-05	2.698e-06	3.1893e-05	2.825e-06	5.5569e-05	3.5253e-08	1.509e-05	2.5987e-08	2.7395e-07	5.6361e-08	7.4629e-06	8.685e-08	1.2979e-06	1.2122e-07	4.8925e-06	1.6679e-06	0.00029652	3.8636e-06	9.4055e-06	9.0379e-08	2.2111e-07	1.4464e-08	3.6175e-08	2.1696e-09	2.1696e-08	2.8928e-09	1.4464e-08	2.1696e-09	7.2321e-09	1.4464e-09	3.6175e-09	2.8928e-10	1.4464e-09	6.5086e-10	1.4464e-10	4.3381e-10	1.4464e-10	5.0616e-10	6.5086e-11	1.4464e-09	1.0126e-10	2.1696e-09	4.3381e-10	1.9526e-09	1.4464e-10	1.4464e-09	1.4464e-10	3.6175e-10	5.7851e-11	2.8928e-10	7.2321e-11	2.8928e-11	1.4464e-10	2.1696e-11	1.4464e-10	2.8928e-11	7.2321e-11	1.4464e-11	6.5086e-11	1.4464e-11	5.7851e-11	6.5086e-12	7.2321e-11	1.4464e-11	2.1696e-10	2.1696e-10	4.3381e-10	7.2321e-11	7.2321e-11	6.5086e-11	7.2321e-10	4.3381e-11	1.4464e-11
755.304	8.9411	0.0059226	6.9068e-05	1.7703e-05	0.0001468	6.6956e-09	3.1286e-05	2.5613e-06	3.0276e-05	2.6818e-06	5.2753e-05	3.3466e-08	1.4325e-05	2.467e-08	2.6006e-07	5.3505e-08	7.0846e-06	8.3487e-08	1.2476e-06	1.1652e-07	4.7031e-06	1.6033e-06	0.00028504	3.714e-06	9.0414e-06	8.6879e-08	2.1255e-07	1.3904e-08	3.4775e-08	2.0856e-09	2.0856e-08	2.7808e-09	1.3904e-08	2.0856e-09	6.9521e-09	1.3904e-09	3.4775e-09	2.7808e-10	1.3904e-09	6.2566e-10	1.3904e-10	4.1701e-10	1.3904e-10	4.8656e-10	6.2566e-11	1.3904e-09	9.734e-11	2.0856e-09	4.1701e-10	1.877e-09	1.3904e-10	1.3904e-09	1.3904e-10	3.4775e-10	5.5611e-11	2.7808e-10	6.9521e-11	2.7808e-11	1.3904e-10	2.0856e-11	1.3904e-10	2.7808e-11	6.9521e-11	1.3904e-11	6.2566e-11	1.3904e-11	5.5611e-11	6.2566e-12	6.9521e-11	1.3904e-11	2.0856e-10	2.0856e-10	4.1701e-10	6.9521e-11	6.9521e-11	6.2566e-11	6.9521e-10	4.1701e-11	1.3904e-11
765.801	8.4888	0.0056224	6.5568e-05	1.6806e-05	0.00013936	6.3562e-09	2.9701e-05	2.4314e-06	2.8742e-05	2.5459e-06	5.0079e-05	3.177e-08	1.3599e-05	2.3419e-08	2.4688e-07	5.0793e-08	6.7256e-06	8.0255e-08	1.1993e-06	1.1201e-07	4.521e-06	1.5413e-06	0.000274	3.5702e-06	8.6913e-06	8.3516e-08	2.0432e-07	1.3366e-08	3.3428e-08	2.0049e-09	2.0049e-08	2.6732e-09	1.3366e-08	2.0049e-09	6.6829e-09	1.3366e-09	3.3428e-09	2.6732e-10	1.3366e-09	6.0143e-10	1.3366e-10	4.0086e-10	1.3366e-10	4.6772e-10	6.0143e-11	1.3366e-09	9.3571e-11	2.0049e-09	4.0086e-10	1.8043e-09	1.3366e-10	1.3366e-09	1.3366e-10	3.3428e-10	5.3458e-11	2.6732e-10	6.6829e-11	2.6732e-11	1.3366e-10	2.0049e-11	1.3366e-10	2.6732e-11	6.6829e-11	1.3366e-11	6.0143e-11	1.3366e-11	5.3458e-11	6.0143e-12	6.6829e-11	1.3366e-11	2.0049e-10	2.0049e-10	4.0086e-10	6.6829e-11	6.6829e-11	6.0143e-11	6.6829e-10	4.0086e-11	1.3366e-11
776.444	8.0594	0.0053375	6.2245e-05	1.5954e-05	0.0001323	6.0341e-09	2.8195e-05	2.3082e-06	2.7285e-05	2.4169e-06	4.7541e-05	3.016e-08	1.291e-05	2.2232e-08	2.3437e-07	4.8219e-08	6.3847e-06	7.7148e-08	1.1529e-06	1.0767e-07	4.346e-06	1.4816e-06	0.00026339	3.432e-06	8.3548e-06	8.0282e-08	1.9641e-07	1.2848e-08	3.2134e-08	1.9272e-09	1.9272e-08	2.5697e-09	1.2848e-08	1.9272e-09	6.4241e-09	1.2848e-09	3.2134e-09	2.5697e-10	1.2848e-09	5.7815e-10	1.2848e-10	3.8534e-10	1.2848e-10	4.4961e-10	5.7815e-11	1.2848e-09	8.9949e-11	1.9272e-09	3.8534e-10	1.7344e-09	1.2848e-10	1.2848e-09	1.2848e-10	3.2134e-10	5.1388e-11	2.5697e-10	6.4241e-11	2.5697e-11	1.2848e-10	1.9272e-11	1.2848e-10	2.5697e-11	6.4241e-11	1.2848e-11	5.7815e-11	1.2848e-11	5.1388e-11	5.7815e-12	6.4241e-11	1.2848e-11	1.9272e-10	1.9272e-10	3.8534e-10	6.4241e-11	6.4241e-11	5.7815e-11	6.4241e-10	3.8534e-11	1.2848e-11
787.234	7.6517	0.005067	5.909e-05	1.5145e-05	0.00012559	5.7282e-09	2.6766e-05	2.1912e-06	2.5902e-05	2.2944e-06	4.5132e-05	2.8631e-08	1.2255e-05	2.1106e-08	2.2249e-07	4.5775e-08	6.0611e-06	7.4161e-08	1.1082e-06	1.0351e-07	4.1777e-06	1.4242e-06	0.00025319	3.2991e-06	8.0313e-06	7.7174e-08	1.8881e-07	1.2351e-08	3.089e-08	1.8526e-09	1.8526e-08	2.4702e-09	1.2351e-08	1.8526e-09	6.1754e-09	1.2351e-09	3.089e-09	2.4702e-10	1.2351e-09	5.5576e-10	1.2351e-10	3.7042e-10	1.2351e-10	4.322e-10	5.5576e-11	1.2351e-09	8.6466e-11	1.8526e-09	3.7042e-10	1.6673e-09	1.2351e-10	1.2351e-09	1.2351e-10	3.089e-10	4.9398e-11	2.4702e-10	6.1754e-11	2.4702e-11	1.2351e-10	1.8526e-11	1.2351e-10	2.4702e-11	6.1754e-11	1.2351e-11	5.5576e-11	1.2351e-11	4.9398e-11	5.5576e-12	6.1754e-11	1.2351e-11	1.8526e-10	1.8526e-10	3.7042e-10	6.1754e-11	6.1754e-11	5.5576e-11	6.1754e-10	3.7042e-11	1.2351e-11
798.175	7.2646	0.0048102	5.6095e-05	1.4378e-05	0.00011923	5.4379e-09	2.541e-05	2.0802e-06	2.4589e-05	2.1781e-06	4.2844e-05	2.718e-08	1.1634e-05	2.0036e-08	2.1122e-07	4.3455e-08	5.7539e-06	7.1289e-08	1.0653e-06	9.9499e-08	4.016e-06	1.3691e-06	0.00024339	3.1714e-06	7.7204e-06	7.4186e-08	1.815e-07	1.1873e-08	2.9694e-08	1.7809e-09	1.7809e-08	2.3745e-09	1.1873e-08	1.7809e-09	5.9363e-09	1.1873e-09	2.9694e-09	2.3745e-10	1.1873e-09	5.3424e-10	1.1873e-10	3.5608e-10	1.1873e-10	4.1547e-10	5.3424e-11	1.1873e-09	8.3118e-11	1.7809e-09	3.5608e-10	1.6027e-09	1.1873e-10	1.1873e-09	1.1873e-10	2.9694e-10	4.7486e-11	2.3745e-10	5.9363e-11	2.3745e-11	1.1873e-10	1.7809e-11	1.1873e-10	2.3745e-11	5.9363e-11	1.1873e-11	5.3424e-11	1.1873e-11	4.7486e-11	5.3424e-12	5.9363e-11	1.1873e-11	1.7809e-10	1.7809e-10	3.5608e-10	5.9363e-11	5.9363e-11	5.3424e-11	5.9363e-10	3.5608e-11	1.1873e-11
809.267	6.8972	0.0045664	5.3252e-05	1.3649e-05	0.00011318	5.1623e-09	2.4122e-05	1.9747e-06	2.3343e-05	2.0677e-06	4.0673e-05	2.5802e-08	1.1045e-05	1.9021e-08	2.0051e-07	4.1252e-08	5.4623e-06	6.8529e-08	1.0241e-06	9.5646e-08	3.8605e-06	1.3161e-06	0.00023397	3.0486e-06	7.4215e-06	7.1314e-08	1.7447e-07	1.1413e-08	2.8544e-08	1.7119e-09	1.7119e-08	2.2826e-09	1.1413e-08	1.7119e-09	5.7065e-09	1.1413e-09	2.8544e-09	2.2826e-10	1.1413e-09	5.1356e-10	1.1413e-10	3.423e-10	1.1413e-10	3.9938e-10	5.1356e-11	1.1413e-09	7.99e-11	1.7119e-09	3.423e-10	1.5407e-09	1.1413e-10	1.1413e-09	1.1413e-10	2.8544e-10	4.5647e-11	2.2826e-10	5.7065e-11	2.2826e-11	1.1413e-10	1.7119e-11	1.1413e-10	2.2826e-11	5.7065e-11	1.1413e-11	5.1356e-11	1.1413e-11	4.5647e-11	5.1356e-12	5.7065e-11	1.1413e-11	1.7119e-10	1.7119e-10	3.423e-10	5.7065e-11	5.7065e-11	5.1356e-11	5.7065e-10	3.423e-11	1.1413e-11
820.514	6.5483	0.0043349	5.0553e-05	1.2957e-05	0.00010745	4.9007e-09	2.2899e-05	1.8747e-06	2.216e-05	1.9629e-06	3.8611e-05	2.4495e-08	1.0485e-05	1.8056e-08	1.9035e-07	3.9162e-08	5.1854e-06	6.5876e-08	9.8443e-07	9.1943e-08	3.711e-06	1.2651e-06	0.00022491	2.9306e-06	7.1341e-06	6.8552e-08	1.6772e-07	1.0971e-08	2.7439e-08	1.6457e-09	1.6457e-08	2.1942e-09	1.0971e-08	1.6457e-09	5.4855e-09	1.0971e-09	2.7439e-09	2.1942e-10	1.0971e-09	4.9368e-10	1.0971e-10	3.2904e-10	1.0971e-10	3.8392e-10	4.9368e-11	1.0971e-09	7.6807e-11	1.6457e-09	3.2904e-10	1.481e-09	1.0971e-10	1.0971e-09	1.0971e-10	2.7439e-10	4.388e-11	2.1942e-10	5.4855e-11	2.1942e-11	1.0971e-10	1.6457e-11	1.0971e-10	2.1942e-11	5.4855e-11	1.0971e-11	4.9368e-11	1.0971e-11	4.388e-11	4.9368e-12	5.4855e-11	1.0971e-11	1.6457e-10	1.6457e-10	3.2904e-10	5.4855e-11	5.4855e-11	4.9368e-11	5.4855e-10	3.2904e-11	1.0971e-11
831.917	6.217	0.0041152	4.7991e-05	1.23e-05	0.000102	4.6523e-09	2.1739e-05	1.7796e-06	2.1037e-05	1.8634e-06	3.6655e-05	2.3253e-08	9.9534e-06	1.7141e-08	1.807e-07	3.7177e-08	4.9226e-06	6.3325e-08	9.4631e-07	8.8383e-08	3.5673e-06	1.2161e-06	0.0002162	2.8171e-06	6.8579e-06	6.5898e-08	1.6122e-07	1.0546e-08	2.6377e-08	1.5819e-09	1.5819e-08	2.1093e-09	1.0546e-08	1.5819e-09	5.2732e-09	1.0546e-09	2.6377e-09	2.1093e-10	1.0546e-09	4.7456e-10	1.0546e-10	3.163e-10	1.0546e-10	3.6906e-10	4.7456e-11	1.0546e-09	7.3833e-11	1.5819e-09	3.163e-10	1.4237e-09	1.0546e-10	1.0546e-09	1.0546e-10	2.6377e-10	4.2181e-11	2.1093e-10	5.2732e-11	2.1093e-11	1.0546e-10	1.5819e-11	1.0546e-10	2.1093e-11	5.2732e-11	1.0546e-11	4.7456e-11	1.0546e-11	4.2181e-11	4.7456e-12	5.2732e-11	1.0546e-11	1.5819e-10	1.5819e-10	3.163e-10	5.2732e-11	5.2732e-11	4.7456e-11	5.2732e-10	3.163e-11	1.0546e-11
843.478	5.9026	0.0039067	4.5559e-05	1.1677e-05	9.6833e-05	4.4165e-09	2.0637e-05	1.6895e-06	1.9971e-05	1.769e-06	3.4797e-05	2.2075e-08	9.4489e-06	1.6273e-08	1.7154e-07	3.5293e-08	4.6731e-06	6.0874e-08	9.0968e-07	8.4961e-08	3.4292e-06	1.169e-06	0.00020783	2.708e-06	6.5924e-06	6.3347e-08	1.5498e-07	1.0138e-08	2.5355e-08	1.5207e-09	1.5207e-08	2.0276e-09	1.0138e-08	1.5207e-09	5.069e-09	1.0138e-09	2.5355e-09	2.0276e-10	1.0138e-09	4.5619e-10	1.0138e-10	3.0406e-10	1.0138e-10	3.5477e-10	4.5619e-11	1.0138e-09	7.0974e-11	1.5207e-09	3.0406e-10	1.3686e-09	1.0138e-10	1.0138e-09	1.0138e-10	2.5355e-10	4.0548e-11	2.0276e-10	5.069e-11	2.0276e-11	1.0138e-10	1.5207e-11	1.0138e-10	2.0276e-11	5.069e-11	1.0138e-11	4.5619e-11	1.0138e-11	4.0548e-11	4.5619e-12	5.069e-11	1.0138e-11	1.5207e-10	1.5207e-10	3.0406e-10	5.069e-11	5.069e-11	4.5619e-11	5.069e-10	3.0406e-11	1.0138e-11
855.2	5.604	0.0037087	4.325e-05	1.1085e-05	9.1925e-05	4.1927e-09	1.9591e-05	1.6038e-06	1.8959e-05	1.6793e-06	3.3033e-05	2.0956e-08	8.97e-06	1.5448e-08	1.6285e-07	3.3504e-08	4.4363e-06	5.8517e-08	8.7446e-07	8.1672e-08	3.2964e-06	1.1238e-06	0.00019978	2.6032e-06	6.3372e-06	6.0894e-08	1.4898e-07	9.7455e-09	2.4374e-08	1.4618e-09	1.4618e-08	1.9491e-09	9.7455e-09	1.4618e-09	4.8727e-09	9.7455e-10	2.4374e-09	1.9491e-10	9.7455e-10	4.3853e-10	9.7455e-11	2.9228e-10	9.7455e-11	3.4103e-10	4.3853e-11	9.7455e-10	6.8226e-11	1.4618e-09	2.9228e-10	1.3156e-09	9.7455e-11	9.7455e-10	9.7455e-11	2.4374e-10	3.8978e-11	1.9491e-10	4.8727e-11	1.9491e-11	9.7455e-11	1.4618e-11	9.7455e-11	1.9491e-11	4.8727e-11	9.7455e-12	4.3853e-11	9.7455e-12	3.8978e-11	4.3853e-12	4.8727e-11	9.7455e-12	1.4618e-10	1.4618e-10	2.9228e-10	4.8727e-11	4.8727e-11	4.3853e-11	4.8727e-10	2.9228e-11	9.7455e-12
867.086	5.3205	0.0035207	4.1058e-05	1.0523e-05	8.7266e-05	3.9802e-09	1.8598e-05	1.5225e-06	1.7998e-05	1.5942e-06	3.1359e-05	1.9894e-08	8.5154e-06	1.4665e-08	1.546e-07	3.1806e-08	4.2115e-06	5.6251e-08	8.406e-07	7.851e-08	3.1688e-06	1.0803e-06	0.00019205	2.5024e-06	6.0918e-06	5.8537e-08	1.4321e-07	9.3682e-09	2.343e-08	1.4052e-09	1.4052e-08	1.8736e-09	9.3682e-09	1.4052e-09	4.6841e-09	9.3682e-10	2.343e-09	1.8736e-10	9.3682e-10	4.2155e-10	9.3682e-11	2.8097e-10	9.3682e-11	3.2783e-10	4.2155e-11	9.3682e-10	6.5585e-11	1.4052e-09	2.8097e-10	1.2646e-09	9.3682e-11	9.3682e-10	9.3682e-11	2.343e-10	3.7469e-11	1.8736e-10	4.6841e-11	1.8736e-11	9.3682e-11	1.4052e-11	9.3682e-11	1.8736e-11	4.6841e-11	9.3682e-12	4.2155e-11	9.3682e-12	3.7469e-11	4.2155e-12	4.6841e-11	9.3682e-12	1.4052e-10	1.4052e-10	2.8097e-10	4.6841e-11	4.6841e-11	4.2155e-11	4.6841e-10	2.8097e-11	9.3682e-12
879.136	5.0514	0.0033423	3.8977e-05	9.99e-06	8.2843e-05	3.7784e-09	1.7656e-05	1.4454e-06	1.7086e-05	1.5134e-06	2.977e-05	1.8886e-08	8.0838e-06	1.3922e-08	1.4676e-07	3.0194e-08	3.998e-06	5.4073e-08	8.0805e-07	7.547e-08	3.0461e-06	1.0385e-06	0.00018461	2.4055e-06	5.8559e-06	5.627e-08	1.3767e-07	9.0054e-09	2.2523e-08	1.3508e-09	1.3508e-08	1.8011e-09	9.0054e-09	1.3508e-09	4.5027e-09	9.0054e-10	2.2523e-09	1.8011e-10	9.0054e-10	4.0523e-10	9.0054e-11	2.7009e-10	9.0054e-11	3.1514e-10	4.0523e-11	9.0054e-10	6.3046e-11	1.3508e-09	2.7009e-10	1.2157e-09	9.0054e-11	9.0054e-10	9.0054e-11	2.2523e-10	3.6018e-11	1.8011e-10	4.5027e-11	1.8011e-11	9.0054e-11	1.3508e-11	9.0054e-11	1.8011e-11	4.5027e-11	9.0054e-12	4.0523e-11	9.0054e-12	3.6018e-11	4.0523e-12	4.5027e-11	9.0054e-12	1.3508e-10	1.3508e-10	2.7009e-10	4.5027e-11	4.5027e-11	4.0523e-11	4.5027e-10	2.7009e-11	9.0054e-12
891.353	4.7959	0.0031729	3.7001e-05	9.4837e-06	7.8644e-05	3.5869e-09	1.6761e-05	1.3721e-06	1.622e-05	1.4367e-06	2.8261e-05	1.7928e-08	7.6741e-06	1.3216e-08	1.3932e-07	2.8664e-08	3.7954e-06	5.198e-08	7.7677e-07	7.2548e-08	2.9282e-06	9.9825e-07	0.00017747	2.3124e-06	5.6292e-06	5.4092e-08	1.3234e-07	8.6568e-09	2.1651e-08	1.2985e-09	1.2985e-08	1.7314e-09	8.6568e-09	1.2985e-09	4.3284e-09	8.6568e-10	2.1651e-09	1.7314e-10	8.6568e-10	3.8954e-10	8.6568e-11	2.5963e-10	8.6568e-11	3.0293e-10	3.8954e-11	8.6568e-10	6.0605e-11	1.2985e-09	2.5963e-10	1.1686e-09	8.6568e-11	8.6568e-10	8.6568e-11	2.1651e-10	3.4624e-11	1.7314e-10	4.3284e-11	1.7314e-11	8.6568e-11	1.2985e-11	8.6568e-11	1.7314e-11	4.3284e-11	8.6568e-12	3.8954e-11	8.6568e-12	3.4624e-11	3.8954e-12	4.3284e-11	8.6568e-12	1.2985e-10	1.2985e-10	2.5963e-10	4.3284e-11	4.3284e-11	3.8954e-11	4.3284e-10	2.5963e-11	8.6568e-12
903.741	4.5533	0.0030121	3.5126e-05	9.0031e-06	7.4658e-05	3.4052e-09	1.5911e-05	1.3026e-06	1.5398e-05	1.3639e-06	2.6829e-05	1.702e-08	7.2852e-06	1.2546e-08	1.3226e-07	2.7211e-08	3.603e-06	4.9967e-08	7.4669e-07	6.9739e-08	2.8148e-06	9.596e-07	0.00017059	2.2228e-06	5.4113e-06	5.1997e-08	1.2721e-07	8.3216e-09	2.0813e-08	1.2482e-09	1.2482e-08	1.6643e-09	8.3216e-09	1.2482e-09	4.1608e-09	8.3216e-10	2.0813e-09	1.6643e-10	8.3216e-10	3.7446e-10	8.3216e-11	2.4958e-10	8.3216e-11	2.9121e-10	3.7446e-11	8.3216e-10	5.8258e-11	1.2482e-09	2.4958e-10	1.1234e-09	8.3216e-11	8.3216e-10	8.3216e-11	2.0813e-10	3.3283e-11	1.6643e-10	4.1608e-11	1.6643e-11	8.3216e-11	1.2482e-11	8.3216e-11	1.6643e-11	4.1608e-11	8.3216e-12	3.7446e-11	8.3216e-12	3.3283e-11	3.7446e-12	4.1608e-11	8.3216e-12	1.2482e-10	1.2482e-10	2.4958e-10	4.1608e-11	4.1608e-11	3.7446e-11	4.1608e-10	2.4958e-11	8.3216e-12
916.301	4.3229	0.0028594	3.3346e-05	8.5468e-06	7.0875e-05	3.2326e-09	1.5105e-05	1.2366e-06	1.4617e-05	1.2948e-06	2.5469e-05	1.6157e-08	6.9159e-06	1.191e-08	1.2556e-07	2.5832e-08	3.4204e-06	4.8033e-08	7.1778e-07	6.7039e-08	2.7058e-06	9.2244e-07	0.00016399	2.1368e-06	5.2018e-06	4.9984e-08	1.2229e-07	7.9994e-09	2.0007e-08	1.1999e-09	1.1999e-08	1.5999e-09	7.9994e-09	1.1999e-09	3.9997e-09	7.9994e-10	2.0007e-09	1.5999e-10	7.9994e-10	3.5996e-10	7.9994e-11	2.3992e-10	7.9994e-11	2.7993e-10	3.5996e-11	7.9994e-10	5.6003e-11	1.1999e-09	2.3992e-10	1.0799e-09	7.9994e-11	7.9994e-10	7.9994e-11	2.0007e-10	3.1994e-11	1.5999e-10	3.9997e-11	1.5999e-11	7.9994e-11	1.1999e-11	7.9994e-11	1.5999e-11	3.9997e-11	7.9994e-12	3.5996e-11	7.9994e-12	3.1994e-11	3.5996e-12	3.9997e-11	7.9994e-12	1.1999e-10	1.1999e-10	2.3992e-10	3.9997e-11	3.9997e-11	3.5996e-11	3.9997e-10	2.3992e-11	7.9994e-12
