"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
929.035	4.1043	0.0027145	3.1656e-05	8.1136e-06	6.7282e-05	3.0687e-09	1.4339e-05	1.1739e-06	1.3876e-05	1.2291e-06	2.4178e-05	1.5338e-08	6.5654e-06	1.1307e-08	1.1919e-07	2.4523e-08	3.2471e-06	4.6173e-08	6.8999e-07	6.4443e-08	2.6011e-06	8.8673e-07	0.00015764	2.0541e-06	5.0004e-06	4.8049e-08	1.1755e-07	7.6897e-09	1.9232e-08	1.1535e-09	1.1535e-08	1.5379e-09	7.6897e-09	1.1535e-09	3.8449e-09	7.6897e-10	1.9232e-09	1.5379e-10	7.6897e-10	3.4602e-10	7.6897e-11	2.3063e-10	7.6897e-11	2.6909e-10	3.4602e-11	7.6897e-10	5.3834e-11	1.1535e-09	2.3063e-10	1.0381e-09	7.6897e-11	7.6897e-10	7.6897e-11	1.9232e-10	3.0756e-11	1.5379e-10	3.8449e-11	1.5379e-11	7.6897e-11	1.1535e-11	7.6897e-11	1.5379e-11	3.8449e-11	7.6897e-12	3.4602e-11	7.6897e-12	3.0756e-11	3.4602e-12	3.8449e-11	7.6897e-12	1.1535e-10	1.1535e-10	2.3063e-10	3.8449e-11	3.8449e-11	3.4602e-11	3.8449e-10	2.3063e-11	7.6897e-12
941.946	3.8967	0.0025769	3.0051e-05	7.7024e-06	6.3872e-05	2.9132e-09	1.3612e-05	1.1144e-06	1.3173e-05	1.1668e-06	2.2953e-05	1.4561e-08	6.2327e-06	1.0734e-08	1.1315e-07	2.328e-08	3.0825e-06	4.4385e-08	6.6328e-07	6.1948e-08	2.5004e-06	8.524e-07	0.00015154	1.9745e-06	4.8068e-06	4.6189e-08	1.13e-07	7.392e-09	1.8488e-08	1.1088e-09	1.1088e-08	1.4784e-09	7.392e-09	1.1088e-09	3.696e-09	7.392e-10	1.8488e-09	1.4784e-10	7.392e-10	3.3262e-10	7.392e-11	2.217e-10	7.392e-11	2.5867e-10	3.3262e-11	7.392e-10	5.175e-11	1.1088e-09	2.217e-10	9.9787e-10	7.392e-11	7.392e-10	7.392e-11	1.8488e-10	2.9565e-11	1.4784e-10	3.696e-11	1.4784e-11	7.392e-11	1.1088e-11	7.392e-11	1.4784e-11	3.696e-11	7.392e-12	3.3262e-11	7.392e-12	2.9565e-11	3.3262e-12	3.696e-11	7.392e-12	1.1088e-10	1.1088e-10	2.217e-10	3.696e-11	3.696e-11	3.3262e-11	3.696e-10	2.217e-11	7.392e-12
955.037	3.6996	0.0024463	2.8528e-05	7.312e-06	6.0635e-05	2.7656e-09	1.2923e-05	1.0579e-06	1.2505e-05	1.1077e-06	2.1789e-05	1.3823e-08	5.9168e-06	1.019e-08	1.0742e-07	2.21e-08	2.9263e-06	4.2667e-08	6.376e-07	5.955e-08	2.4036e-06	8.1939e-07	0.00014567	1.8981e-06	4.6207e-06	4.44e-08	1.0863e-07	7.1058e-09	1.7772e-08	1.0659e-09	1.0659e-08	1.4212e-09	7.1058e-09	1.0659e-09	3.5529e-09	7.1058e-10	1.7772e-09	1.4212e-10	7.1058e-10	3.1975e-10	7.1058e-11	2.1312e-10	7.1058e-11	2.4866e-10	3.1975e-11	7.1058e-10	4.9746e-11	1.0659e-09	2.1312e-10	9.5924e-10	7.1058e-11	7.1058e-10	7.1058e-11	1.7772e-10	2.842e-11	1.4212e-10	3.5529e-11	1.4212e-11	7.1058e-11	1.0659e-11	7.1058e-11	1.4212e-11	3.5529e-11	7.1058e-12	3.1975e-11	7.1058e-12	2.842e-11	3.1975e-12	3.5529e-11	7.1058e-12	1.0659e-10	1.0659e-10	2.1312e-10	3.5529e-11	3.5529e-11	3.1975e-11	3.5529e-10	2.1312e-11	7.1058e-12
968.309	3.5124	0.0023223	2.7082e-05	6.9414e-06	5.7562e-05	2.6254e-09	1.2268e-05	1.0043e-06	1.1872e-05	1.0516e-06	2.0685e-05	1.3122e-08	5.6169e-06	9.6732e-09	1.0197e-07	2.098e-08	2.7779e-06	4.1015e-08	6.1291e-07	5.7244e-08	2.3105e-06	7.8767e-07	0.00014003	1.8246e-06	4.4418e-06	4.2681e-08	1.0442e-07	6.8307e-09	1.7084e-08	1.0246e-09	1.0246e-08	1.3661e-09	6.8307e-09	1.0246e-09	3.4153e-09	6.8307e-10	1.7084e-09	1.3661e-10	6.8307e-10	3.0737e-10	6.8307e-11	2.0486e-10	6.8307e-11	2.3903e-10	3.0737e-11	6.8307e-10	4.782e-11	1.0246e-09	2.0486e-10	9.221e-10	6.8307e-11	6.8307e-10	6.8307e-11	1.7084e-10	2.732e-11	1.3661e-10	3.4153e-11	1.3661e-11	6.8307e-11	1.0246e-11	6.8307e-11	1.3661e-11	3.4153e-11	6.8307e-12	3.0737e-11	6.8307e-12	2.732e-11	3.0737e-12	3.4153e-11	6.8307e-12	1.0246e-10	1.0246e-10	2.0486e-10	3.4153e-11	3.4153e-11	3.0737e-11	3.4153e-10	2.0486e-11	6.8307e-12
981.766	3.3347	0.0022046	2.571e-05	6.5896e-06	5.4645e-05	2.4923e-09	1.1646e-05	9.5339e-07	1.127e-05	9.9827e-07	1.9637e-05	1.2457e-08	5.3322e-06	9.183e-09	9.6806e-08	1.9916e-08	2.6372e-06	3.9427e-08	5.8918e-07	5.5028e-08	2.221e-06	7.5717e-07	0.00013461	1.7539e-06	4.2698e-06	4.1029e-08	1.0038e-07	6.5662e-09	1.6422e-08	9.8493e-10	9.8493e-09	1.3132e-09	6.5662e-09	9.8493e-10	3.2831e-09	6.5662e-10	1.6422e-09	1.3132e-10	6.5662e-10	2.9547e-10	6.5662e-11	1.9693e-10	6.5662e-11	2.2978e-10	2.9547e-11	6.5662e-10	4.5969e-11	9.8493e-10	1.9693e-10	8.864e-10	6.5662e-11	6.5662e-10	6.5662e-11	1.6422e-10	2.6262e-11	1.3132e-10	3.2831e-11	1.3132e-11	6.5662e-11	9.8493e-12	6.5662e-11	1.3132e-11	3.2831e-11	6.5662e-12	2.9547e-11	6.5662e-12	2.6262e-11	2.9547e-12	3.2831e-11	6.5662e-12	9.8493e-11	9.8493e-11	1.9693e-10	3.2831e-11	3.2831e-11	2.9547e-11	3.2831e-10	1.9693e-11	6.5662e-12
995.41	3.1661	0.0020929	2.4407e-05	6.2556e-06	5.1875e-05	2.366e-09	1.1056e-05	9.0507e-07	1.0699e-05	9.4767e-07	1.8641e-05	1.1826e-08	5.062e-06	8.7176e-09	9.1899e-08	1.8907e-08	2.5035e-06	3.79e-08	5.6637e-07	5.2897e-08	2.135e-06	7.2786e-07	0.0001294	1.686e-06	4.1045e-06	3.944e-08	9.6491e-08	6.312e-09	1.5786e-08	9.468e-10	9.468e-09	1.2624e-09	6.312e-09	9.468e-10	3.156e-09	6.312e-10	1.5786e-09	1.2624e-10	6.312e-10	2.8403e-10	6.312e-11	1.8931e-10	6.312e-11	2.2088e-10	2.8403e-11	6.312e-10	4.4189e-11	9.468e-10	1.8931e-10	8.5208e-10	6.312e-11	6.312e-10	6.312e-11	1.5786e-10	2.5245e-11	1.2624e-10	3.156e-11	1.2624e-11	6.312e-11	9.468e-12	6.312e-11	1.2624e-11	3.156e-11	6.312e-12	2.8403e-11	6.312e-12	2.5245e-11	2.8403e-12	3.156e-11	6.312e-12	9.468e-11	9.468e-11	1.8931e-10	3.156e-11	3.156e-11	2.8403e-11	3.156e-10	1.8931e-11	6.312e-12
1009.24	3.0059	0.0019868	2.317e-05	5.9386e-06	4.9246e-05	2.2461e-09	1.0495e-05	8.592e-07	1.0157e-05	8.9964e-07	1.7697e-05	1.1226e-08	4.8054e-06	8.2757e-09	8.7242e-08	1.7949e-08	2.3766e-06	3.6433e-08	5.4444e-07	5.0849e-08	2.0524e-06	6.9968e-07	0.00012439	1.6208e-06	3.9456e-06	3.7913e-08	9.2755e-08	6.0676e-09	1.5175e-08	9.1014e-10	9.1014e-09	1.2135e-09	6.0676e-09	9.1014e-10	3.0338e-09	6.0676e-10	1.5175e-09	1.2135e-10	6.0676e-10	2.7303e-10	6.0676e-11	1.8198e-10	6.0676e-11	2.1233e-10	2.7303e-11	6.0676e-10	4.2478e-11	9.1014e-10	1.8198e-10	8.1909e-10	6.0676e-11	6.0676e-10	6.0676e-11	1.5175e-10	2.4268e-11	1.2135e-10	3.0338e-11	1.2135e-11	6.0676e-11	9.1014e-12	6.0676e-11	1.2135e-11	3.0338e-11	6.0676e-12	2.7303e-11	6.0676e-12	2.4268e-11	2.7303e-12	3.0338e-11	6.0676e-12	9.1014e-11	9.1014e-11	1.8198e-10	3.0338e-11	3.0338e-11	2.7303e-11	3.0338e-10	1.8198e-11	6.0676e-12
1023.27	2.8539	0.0018861	2.1995e-05	5.6376e-06	4.675e-05	2.1323e-09	9.9634e-06	8.1566e-07	9.6417e-06	8.5405e-07	1.68e-05	1.0658e-08	4.5619e-06	7.8563e-09	8.282e-08	1.7039e-08	2.2562e-06	3.5022e-08	5.2336e-07	4.8881e-08	1.9729e-06	6.7259e-07	0.00011957	1.558e-06	3.7928e-06	3.6445e-08	8.9164e-08	5.8327e-09	1.4588e-08	8.749e-10	8.749e-09	1.1665e-09	5.8327e-09	8.749e-10	2.9163e-09	5.8327e-10	1.4588e-09	1.1665e-10	5.8327e-10	2.6246e-10	5.8327e-11	1.7493e-10	5.8327e-11	2.0411e-10	2.6246e-11	5.8327e-10	4.0833e-11	8.749e-10	1.7493e-10	7.8737e-10	5.8327e-11	5.8327e-10	5.8327e-11	1.4588e-10	2.3328e-11	1.1665e-10	2.9163e-11	1.1665e-11	5.8327e-11	8.749e-12	5.8327e-11	1.1665e-11	2.9163e-11	5.8327e-12	2.6246e-11	5.8327e-12	2.3328e-11	2.6246e-12	2.9163e-11	5.8327e-12	8.749e-11	8.749e-11	1.7493e-10	2.9163e-11	2.9163e-11	2.6246e-11	2.9163e-10	1.7493e-11	5.8327e-12
1037.49	2.7095	0.0017905	2.0881e-05	5.3519e-06	4.4381e-05	2.0242e-09	9.4584e-06	7.7432e-07	9.1531e-06	8.1076e-07	1.5948e-05	1.0117e-08	4.3307e-06	7.4581e-09	7.8622e-08	1.6176e-08	2.1418e-06	3.3666e-08	5.031e-07	4.6988e-08	1.8965e-06	6.4655e-07	0.00011494	1.4977e-06	3.6459e-06	3.5034e-08	8.5712e-08	5.6068e-09	1.4023e-08	8.4103e-10	8.4103e-09	1.1214e-09	5.6068e-09	8.4103e-10	2.8034e-09	5.6068e-10	1.4023e-09	1.1214e-10	5.6068e-10	2.523e-10	5.6068e-11	1.6816e-10	5.6068e-11	1.9621e-10	2.523e-11	5.6068e-10	3.9253e-11	8.4103e-10	1.6816e-10	7.5689e-10	5.6068e-11	5.6068e-10	5.6068e-11	1.4023e-10	2.2425e-11	1.1214e-10	2.8034e-11	1.1214e-11	5.6068e-11	8.4103e-12	5.6068e-11	1.1214e-11	2.8034e-11	5.6068e-12	2.523e-11	5.6068e-12	2.2425e-11	2.523e-12	2.8034e-11	5.6068e-12	8.4103e-11	8.4103e-11	1.6816e-10	2.8034e-11	2.8034e-11	2.523e-11	2.8034e-10	1.6816e-11	5.6068e-12
1051.91	2.5724	0.0016998	1.9822e-05	5.0806e-06	4.2131e-05	1.9216e-09	8.979e-06	7.3507e-07	8.6892e-06	7.6967e-07	1.514e-05	9.6046e-09	4.1112e-06	7.0801e-09	7.4638e-08	1.5356e-08	2.0333e-06	3.2363e-08	4.8362e-07	4.5169e-08	1.8231e-06	6.2151e-07	0.00011049	1.4397e-06	3.5048e-06	3.3678e-08	8.2393e-08	5.3898e-09	1.348e-08	8.0846e-10	8.0846e-09	1.078e-09	5.3898e-09	8.0846e-10	2.6949e-09	5.3898e-10	1.348e-09	1.078e-10	5.3898e-10	2.4253e-10	5.3898e-11	1.6165e-10	5.3898e-11	1.8861e-10	2.4253e-11	5.3898e-10	3.7733e-11	8.0846e-10	1.6165e-10	7.2759e-10	5.3898e-11	5.3898e-10	5.3898e-11	1.348e-10	2.1557e-11	1.078e-10	2.6949e-11	1.078e-11	5.3898e-11	8.0846e-12	5.3898e-11	1.078e-11	2.6949e-11	5.3898e-12	2.4253e-11	5.3898e-12	2.1557e-11	2.4253e-12	2.6949e-11	5.3898e-12	8.0846e-11	8.0846e-11	1.6165e-10	2.6949e-11	2.6949e-11	2.4253e-11	2.6949e-10	1.6165e-11	5.3898e-12
1066.53	2.4423	0.0016136	1.8818e-05	4.8231e-06	3.9996e-05	1.8242e-09	8.524e-06	6.9782e-07	8.2488e-06	7.3066e-07	1.4373e-05	9.1178e-09	3.9028e-06	6.7213e-09	7.0855e-08	1.4577e-08	1.9302e-06	3.111e-08	4.649e-07	4.342e-08	1.7525e-06	5.9745e-07	0.00010621	1.384e-06	3.3691e-06	3.2374e-08	7.9203e-08	5.1811e-09	1.2958e-08	7.7716e-10	7.7716e-09	1.0362e-09	5.1811e-09	7.7716e-10	2.5905e-09	5.1811e-10	1.2958e-09	1.0362e-10	5.1811e-10	2.3314e-10	5.1811e-11	1.5539e-10	5.1811e-11	1.8131e-10	2.3314e-11	5.1811e-10	3.6272e-11	7.7716e-10	1.5539e-10	6.9942e-10	5.1811e-11	5.1811e-10	5.1811e-11	1.2958e-10	2.0722e-11	1.0362e-10	2.5905e-11	1.0362e-11	5.1811e-11	7.7716e-12	5.1811e-11	1.0362e-11	2.5905e-11	5.1811e-12	2.3314e-11	5.1811e-12	2.0722e-11	2.3314e-12	2.5905e-11	5.1811e-12	7.7716e-11	7.7716e-11	1.5539e-10	2.5905e-11	2.5905e-11	2.3314e-11	2.5905e-10	1.5539e-11	5.1811e-12
1081.35	2.3188	0.0015318	1.7864e-05	4.5787e-06	3.7969e-05	1.7318e-09	8.092e-06	6.6245e-07	7.8307e-06	6.9363e-07	1.3644e-05	8.6557e-09	3.705e-06	6.3806e-09	6.7264e-08	1.3839e-08	1.8324e-06	2.9905e-08	4.469e-07	4.1739e-08	1.6847e-06	5.7432e-07	0.0001021	1.3304e-06	3.2386e-06	3.112e-08	7.6137e-08	4.9805e-09	1.2456e-08	7.4707e-10	7.4707e-09	9.961e-10	4.9805e-09	7.4707e-10	2.4902e-09	4.9805e-10	1.2456e-09	9.961e-11	4.9805e-10	2.2411e-10	4.9805e-11	1.4937e-10	4.9805e-11	1.7429e-10	2.2411e-11	4.9805e-10	3.4868e-11	7.4707e-10	1.4937e-10	6.7234e-10	4.9805e-11	4.9805e-10	4.9805e-11	1.2456e-10	1.992e-11	9.961e-11	2.4902e-11	9.961e-12	4.9805e-11	7.4707e-12	4.9805e-11	9.961e-12	2.4902e-11	4.9805e-12	2.2411e-11	4.9805e-12	1.992e-11	2.2411e-12	2.4902e-11	4.9805e-12	7.4707e-11	7.4707e-11	1.4937e-10	2.4902e-11	2.4902e-11	2.2411e-11	2.4902e-10	1.4937e-11	4.9805e-12
1096.38	2.2015	0.0014542	1.6959e-05	4.3466e-06	3.6045e-05	1.644e-09	7.6818e-06	6.2888e-07	7.4338e-06	6.5847e-07	1.2953e-05	8.217e-09	3.5172e-06	6.0573e-09	6.3855e-08	1.3137e-08	1.7395e-06	2.8748e-08	4.2959e-07	4.0123e-08	1.6194e-06	5.5208e-07	9.8148e-05	1.2789e-06	3.1133e-06	2.9916e-08	7.3189e-08	4.7877e-09	1.1974e-08	7.1815e-10	7.1815e-09	9.5753e-10	4.7877e-09	7.1815e-10	2.3938e-09	4.7877e-10	1.1974e-09	9.5753e-11	4.7877e-10	2.1543e-10	4.7877e-11	1.4359e-10	4.7877e-11	1.6754e-10	2.1543e-11	4.7877e-10	3.3518e-11	7.1815e-10	1.4359e-10	6.463e-10	4.7877e-11	4.7877e-10	4.7877e-11	1.1974e-10	1.9149e-11	9.5753e-11	2.3938e-11	9.5753e-12	4.7877e-11	7.1815e-12	4.7877e-11	9.5753e-12	2.3938e-11	4.7877e-12	2.1543e-11	4.7877e-12	1.9149e-11	2.1543e-12	2.3938e-11	4.7877e-12	7.1815e-11	7.1815e-11	1.4359e-10	2.3938e-11	2.3938e-11	2.1543e-11	2.3938e-10	1.4359e-11	4.7877e-12
1111.61	2.0901	0.0013805	1.6099e-05	4.1263e-06	3.4218e-05	1.5607e-09	7.2925e-06	5.97e-07	7.0571e-06	6.251e-07	1.2296e-05	7.8005e-09	3.339e-06	5.7503e-09	6.0618e-08	1.2471e-08	1.6514e-06	2.7635e-08	4.1296e-07	3.8569e-08	1.5567e-06	5.3071e-07	9.4348e-05	1.2294e-06	2.9927e-06	2.8757e-08	7.0355e-08	4.6023e-09	1.151e-08	6.9034e-10	6.9034e-09	9.2046e-10	4.6023e-09	6.9034e-10	2.3011e-09	4.6023e-10	1.151e-09	9.2046e-11	4.6023e-10	2.0709e-10	4.6023e-11	1.3803e-10	4.6023e-11	1.6105e-10	2.0709e-11	4.6023e-10	3.222e-11	6.9034e-10	1.3803e-10	6.2128e-10	4.6023e-11	4.6023e-10	4.6023e-11	1.151e-10	1.8407e-11	9.2046e-11	2.3011e-11	9.2046e-12	4.6023e-11	6.9034e-12	4.6023e-11	9.2046e-12	2.3011e-11	4.6023e-12	2.0709e-11	4.6023e-12	1.8407e-11	2.0709e-12	2.3011e-11	4.6023e-12	6.9034e-11	6.9034e-11	1.3803e-10	2.3011e-11	2.3011e-11	2.0709e-11	2.3011e-10	1.3803e-11	4.6023e-12
1127.06	1.9844	0.0013105	1.5283e-05	3.9172e-06	3.2484e-05	1.4816e-09	6.9229e-06	5.6675e-07	6.6994e-06	5.9342e-07	1.1673e-05	7.4052e-09	3.1697e-06	5.4588e-09	5.7546e-08	1.1839e-08	1.5677e-06	2.6565e-08	3.9697e-07	3.7076e-08	1.4965e-06	5.1016e-07	9.0695e-05	1.1818e-06	2.8768e-06	2.7644e-08	6.7631e-08	4.4241e-09	1.1065e-08	6.6362e-10	6.6362e-09	8.8482e-10	4.4241e-09	6.6362e-10	2.2121e-09	4.4241e-10	1.1065e-09	8.8482e-11	4.4241e-10	1.9908e-10	4.4241e-11	1.3269e-10	4.4241e-11	1.5482e-10	1.9908e-11	4.4241e-10	3.0972e-11	6.6362e-10	1.3269e-10	5.9723e-10	4.4241e-11	4.4241e-10	4.4241e-11	1.1065e-10	1.7695e-11	8.8482e-11	2.2121e-11	8.8482e-12	4.4241e-11	6.6362e-12	4.4241e-11	8.8482e-12	2.2121e-11	4.4241e-12	1.9908e-11	4.4241e-12	1.7695e-11	1.9908e-12	2.2121e-11	4.4241e-12	6.6362e-11	6.6362e-11	1.3269e-10	2.2121e-11	2.2121e-11	1.9908e-11	2.2121e-10	1.3269e-11	4.4241e-12
1142.73	1.884	0.0012441	1.4509e-05	3.7187e-06	3.0837e-05	1.4065e-09	6.572e-06	5.3802e-07	6.3599e-06	5.6334e-07	1.1081e-05	7.0299e-09	3.0091e-06	5.1822e-09	5.463e-08	1.1239e-08	1.4882e-06	2.5536e-08	3.816e-07	3.5641e-08	1.4385e-06	4.9041e-07	8.7184e-05	1.136e-06	2.7655e-06	2.6574e-08	6.5013e-08	4.2528e-09	1.0636e-08	6.3792e-10	6.3792e-09	8.5056e-10	4.2528e-09	6.3792e-10	2.1264e-09	4.2528e-10	1.0636e-09	8.5056e-11	4.2528e-10	1.9137e-10	4.2528e-11	1.2755e-10	4.2528e-11	1.4882e-10	1.9137e-11	4.2528e-10	2.9773e-11	6.3792e-10	1.2755e-10	5.741e-10	4.2528e-11	4.2528e-10	4.2528e-11	1.0636e-10	1.701e-11	8.5056e-11	2.1264e-11	8.5056e-12	4.2528e-11	6.3792e-12	4.2528e-11	8.5056e-12	2.1264e-11	4.2528e-12	1.9137e-11	4.2528e-12	1.701e-11	1.9137e-12	2.1264e-11	4.2528e-12	6.3792e-11	6.3792e-11	1.2755e-10	2.1264e-11	2.1264e-11	1.9137e-11	2.1264e-10	1.2755e-11	4.2528e-12
1158.61	1.7887	0.0011811	1.3773e-05	3.5302e-06	2.9274e-05	1.3352e-09	6.2389e-06	5.1075e-07	6.0375e-06	5.3479e-07	1.052e-05	6.6736e-09	2.8566e-06	4.9195e-09	5.1861e-08	1.067e-08	1.4128e-06	2.4547e-08	3.6683e-07	3.4261e-08	1.3828e-06	4.7142e-07	8.3808e-05	1.092e-06	2.6584e-06	2.5545e-08	6.2496e-08	4.0882e-09	1.0225e-08	6.1322e-10	6.1322e-09	8.1763e-10	4.0882e-09	6.1322e-10	2.0441e-09	4.0882e-10	1.0225e-09	8.1763e-11	4.0882e-10	1.8396e-10	4.0882e-11	1.2261e-10	4.0882e-11	1.4306e-10	1.8396e-11	4.0882e-10	2.862e-11	6.1322e-10	1.2261e-10	5.5188e-10	4.0882e-11	4.0882e-10	4.0882e-11	1.0225e-10	1.6351e-11	8.1763e-11	2.0441e-11	8.1763e-12	4.0882e-11	6.1322e-12	4.0882e-11	8.1763e-12	2.0441e-11	4.0882e-12	1.8396e-11	4.0882e-12	1.6351e-11	1.8396e-12	2.0441e-11	4.0882e-12	6.1322e-11	6.1322e-11	1.2261e-10	2.0441e-11	2.0441e-11	1.8396e-11	2.0441e-10	1.2261e-11	4.0882e-12
1174.71	1.6982	0.0011212	1.3075e-05	3.3513e-06	2.7791e-05	1.2675e-09	5.9227e-06	4.8487e-07	5.7315e-06	5.0769e-07	9.9866e-06	6.3354e-09	2.7118e-06	4.6702e-09	4.9232e-08	1.0129e-08	1.3412e-06	2.3597e-08	3.5263e-07	3.2934e-08	1.3293e-06	4.5317e-07	8.0563e-05	1.0497e-06	2.5555e-06	2.4556e-08	6.0076e-08	3.9299e-09	9.8287e-09	5.8948e-10	5.8948e-09	7.8598e-10	3.9299e-09	5.8948e-10	1.9649e-09	3.9299e-10	9.8287e-10	7.8598e-11	3.9299e-10	1.7684e-10	3.9299e-11	1.1786e-10	3.9299e-11	1.3752e-10	1.7684e-11	3.9299e-10	2.7512e-11	5.8948e-10	1.1786e-10	5.3051e-10	3.9299e-11	3.9299e-10	3.9299e-11	9.8287e-11	1.5718e-11	7.8598e-11	1.9649e-11	7.8598e-12	3.9299e-11	5.8948e-12	3.9299e-11	7.8598e-12	1.9649e-11	3.9299e-12	1.7684e-11	3.9299e-12	1.5718e-11	1.7684e-12	1.9649e-11	3.9299e-12	5.8948e-11	5.8948e-11	1.1786e-10	1.9649e-11	1.9649e-11	1.7684e-11	1.9649e-10	1.1786e-11	3.9299e-12
1191.03	1.6123	0.0010644	1.2413e-05	3.1814e-06	2.6382e-05	1.2033e-09	5.6226e-06	4.6029e-07	5.4411e-06	4.8196e-07	9.4804e-06	6.0143e-09	2.5744e-06	4.4335e-09	4.6737e-08	9.6155e-09	1.2732e-06	2.2683e-08	3.3897e-07	3.1659e-08	1.2778e-06	4.3562e-07	7.7444e-05	1.0091e-06	2.4565e-06	2.3605e-08	5.775e-08	3.7777e-09	9.4482e-09	5.6666e-10	5.6666e-09	7.5554e-10	3.7777e-09	5.6666e-10	1.8889e-09	3.7777e-10	9.4482e-10	7.5554e-11	3.7777e-10	1.6999e-10	3.7777e-11	1.133e-10	3.7777e-11	1.322e-10	1.6999e-11	3.7777e-10	2.6447e-11	5.6666e-10	1.133e-10	5.0997e-10	3.7777e-11	3.7777e-10	3.7777e-11	9.4482e-11	1.5109e-11	7.5554e-11	1.8889e-11	7.5554e-12	3.7777e-11	5.6666e-12	3.7777e-11	7.5554e-12	1.8889e-11	3.7777e-12	1.6999e-11	3.7777e-12	1.5109e-11	1.6999e-12	1.8889e-11	3.7777e-12	5.6666e-11	5.6666e-11	1.133e-10	1.8889e-11	1.8889e-11	1.6999e-11	1.8889e-10	1.133e-11	3.7777e-12
1207.59	1.5308	0.0010104	1.1783e-05	3.0202e-06	2.5045e-05	1.1423e-09	5.3376e-06	4.3696e-07	5.1653e-06	4.5753e-07	8.9999e-06	5.7095e-09	2.4439e-06	4.2088e-09	4.4368e-08	9.1282e-09	1.2087e-06	2.1805e-08	3.2585e-07	3.0433e-08	1.2284e-06	4.1876e-07	7.4446e-05	9.7003e-07	2.3614e-06	2.2691e-08	5.5514e-08	3.6315e-09	9.0824e-09	5.4472e-10	5.4472e-09	7.2629e-10	3.6315e-09	5.4472e-10	1.8157e-09	3.6315e-10	9.0824e-10	7.2629e-11	3.6315e-10	1.6341e-10	3.6315e-11	1.0891e-10	3.6315e-11	1.2708e-10	1.6341e-11	3.6315e-10	2.5423e-11	5.4472e-10	1.0891e-10	4.9022e-10	3.6315e-11	3.6315e-10	3.6315e-11	9.0824e-11	1.4524e-11	7.2629e-11	1.8157e-11	7.2629e-12	3.6315e-11	5.4472e-12	3.6315e-11	7.2629e-12	1.8157e-11	3.6315e-12	1.6341e-11	3.6315e-12	1.4524e-11	1.6341e-12	1.8157e-11	3.6315e-12	5.4472e-11	5.4472e-11	1.0891e-10	1.8157e-11	1.8157e-11	1.6341e-11	1.8157e-10	1.0891e-11	3.6315e-12
1224.37	1.4533	0.00095922	1.1186e-05	2.8671e-06	2.3776e-05	1.0844e-09	5.0671e-06	4.1482e-07	4.9035e-06	4.3434e-07	8.5438e-06	5.4201e-09	2.32e-06	3.9955e-09	4.212e-08	8.6656e-09	1.1474e-06	2.0961e-08	3.1323e-07	2.9255e-08	1.1808e-06	4.0254e-07	7.1563e-05	9.3247e-07	2.27e-06	2.1812e-08	5.3365e-08	3.4909e-09	8.7307e-09	5.2363e-10	5.2363e-09	6.9817e-10	3.4909e-09	5.2363e-10	1.7454e-09	3.4909e-10	8.7307e-10	6.9817e-11	3.4909e-10	1.5708e-10	3.4909e-11	1.047e-10	3.4909e-11	1.2216e-10	1.5708e-11	3.4909e-10	2.4439e-11	5.2363e-10	1.047e-10	4.7124e-10	3.4909e-11	3.4909e-10	3.4909e-11	8.7307e-11	1.3962e-11	6.9817e-11	1.7454e-11	6.9817e-12	3.4909e-11	5.2363e-12	3.4909e-11	6.9817e-12	1.7454e-11	3.4909e-12	1.5708e-11	3.4909e-12	1.3962e-11	1.5708e-12	1.7454e-11	3.4909e-12	5.2363e-11	5.2363e-11	1.047e-10	1.7454e-11	1.7454e-11	1.5708e-11	1.7454e-10	1.047e-11	3.4909e-12
